ts,lst,intrinsic_sol,dex_price_sol,disc_pct,dex,pool_liq_usd,net_after_costs_pct,actionable
2026-07-09T05:30:47.548030+00:00,jupSOL,1.183945,1.1963,-1.0435,orca,159465,-1.2435,0
2026-07-09T05:30:47.548030+00:00,bnSOL,1.110411,1.1198,-0.8455,meteora,491,-1.0455,0
2026-07-09T05:30:47.548030+00:00,hSOL,1.162059,0.0,100.0,pumpfun,0,99.8,0
2026-07-09T05:38:43.163792+00:00,jitoSOL,1.275866,1.2883,-0.9745,orca,6245730,-1.1745,0
2026-07-09T05:38:43.163792+00:00,mSOL,1.376648,1.3892,-0.9118,meteora,1410473,-1.1118,0
2026-07-09T05:38:43.163792+00:00,bSOL,1.290721,1.303,-0.9513,orca,468366,-1.1513,0
2026-07-09T05:38:43.163792+00:00,INF,1.407837,1.434,-1.8583,meteora,247398,-2.0583,0
2026-07-09T05:38:43.163792+00:00,jupSOL,1.183945,1.1962,-1.0351,orca,159382,-1.2351,0
2026-07-09T05:38:43.163792+00:00,bnSOL,1.110411,1.1198,-0.8455,meteora,491,-1.0455,0
2026-07-09T05:38:43.163792+00:00,hSOL,1.162059,0.0,100.0,pumpfun,0,99.8,0
